PrimeVarClass,am,revel,cadd,label,meta_oof
0.0940675139257552,0.0956,0.505,0.957301,0,0.016279743691318748
0.0145421258121973,0.1183,0.619,4.11069,0,0.062184885284124386
0.151890262973779,0.1618,0.481,4.125494,0,0.08162248107034746
0.2869736266846687,0.1413,0.516,2.346036,0,0.05983950714559429
0.0792201553621534,0.084,0.252,0.647643,0,0.011720884306131118
0.7271828067263909,0.9541,0.847,3.928405,1,0.9280190011691655
0.235058164660039,0.8066,0.299,3.854588,1,0.3654875089524966
0.6292343008683015,0.4778,0.773,4.659542,1,0.516566239217865
0.0711459642771819,0.5867,0.75,5.169549,0,0.4442209987406931
0.0792201553621534,0.1502,0.751,3.653414,0,0.08646012612854054
0.0159545858342126,0.1241,0.8,3.989956,0,0.08592392899474342
0.0792201553621534,0.1326,0.655,3.148159,0,0.061249208027077624
0.0751733162048934,0.1879,0.632,4.029142,0,0.08373524345693475
0.0198375823449135,0.0798,0.394,1.186452,0,0.015141718675205411
0.2372872996910752,0.0882,0.434,0.931116,0,0.02865984922798856
0.5295000755852144,0.1126,0.475,1.161412,0,0.04683278472145914
0.3230692861038607,0.1171,0.445,2.969506,0,0.059843325490788205
0.1050784562602906,0.1542,0.708,2.513801,0,0.05556097695645985
0.0221236653308178,0.0957,0.506,1.015962,0,0.02148575745198394
0.9007163608845281,0.9729,0.823,4.997611,1,0.9637471095789624
0.131277427441655,0.1096,0.352,0.725011,0,0.011503577799721876
0.958100882816344,0.8931,0.905,4.752985,1,0.9580083195597705
0.9608325599613728,0.9091,0.888,5.19543,1,0.9683745999114849
0.536232668522157,0.0908,0.632,2.540901,0,0.0920041980868979
0.9490257382374412,0.9672,0.849,4.839439,1,0.961561120976556
0.0755985258323234,0.1781,0.754,3.785718,0,0.09917519526651443
0.0578848387393332,0.1695,0.815,3.43144,0,0.09459427665280823
0.2611958033972023,0.0773,0.376,0.291425,0,0.024656877014153665
0.697036428090608,0.7047,0.753,4.552575,1,0.8244347697530421
0.2506677434674712,0.0874,0.423,-0.282856,0,0.02733742297512275
0.1572181118552425,0.0686,0.497,-0.113362,0,0.024282758971689022
0.2882131559902587,0.089,0.585,-0.118452,0,0.04336783091332371
0.6780610413878321,0.8076,0.72,4.771763,1,0.872334041941776
0.8439018358319746,0.8333,0.812,4.281722,1,0.917335732168966
0.6644593926244915,0.8955,0.827,4.681403,1,0.900375334697981
0.4546757984932786,0.1058,0.445,1.659024,0,0.05295807848326761
0.7509404807615265,0.8344,0.754,3.442877,1,0.8544418857312375
0.9427328097599552,0.9708,0.784,5.014973,1,0.9654122534036617
0.254636319462167,0.0779,0.542,0.330421,0,0.028606584439784814
0.2907371299066377,0.1523,0.559,2.521663,0,0.05971883220317308
0.0424882523208207,0.3186,0.639,2.776113,0,0.08545035088434312
0.231650148156351,0.0803,0.394,-0.251813,0,0.009784658126852789
0.1104078392205453,0.0884,0.535,0.986192,0,0.024091664228264295
0.8273622659292744,0.9654,0.711,3.982168,1,0.9005764197676918
0.1264270604618332,0.209,0.769,4.250906,0,0.1636852526347096
0.1195568698572247,0.0739,0.094,1.902151,0,0.012063582467689763
0.1580590425084943,0.1473,0.399,4.55596,0,0.06164612398118883
0.7853632863230657,0.9584,0.732,4.726872,1,0.9224902160124747
0.0669016727261627,0.1693,0.159,2.457111,0,0.01576414230393879
0.3303115280833261,0.3172,0.324,3.719474,0,0.10849470904192166
0.3773258157571008,0.1087,0.205,3.752596,0,0.040783965166575176
0.2715385965959945,0.0994,0.075,3.930462,0,0.016237626127366622
0.4321401900346627,0.0782,0.181,1.622599,0,0.018609392067211707
0.3320103272848949,0.0633,0.24,0.55917,0,0.0202171536479634
0.1299714497729585,0.0716,0.205,0.898086,0,0.006732747721084766
0.1255066205250773,0.3135,0.733,5.674796,0,0.13164379263016304
0.1290648975938736,0.0786,0.43,6.637537,1,0.026879949413167743
0.3459866165469041,0.0669,0.282,-0.139966,0,0.022672030168009342
0.7492256522784451,0.8427,0.8,4.290548,1,0.8956002391053316
0.6565193803560989,0.9729,0.871,4.418035,1,0.9105633570442914
0.7418606744176612,0.9904,0.837,5.409666,1,0.9421767434524289
0.4687657819057476,0.3522,0.856,5.40697,0,0.47893214473986506
0.3897798237174061,0.0872,0.317,2.416654,0,0.04214386198618616
0.3697710717409772,0.146,0.617,4.936268,0,0.1739491193116688
0.8111962074247265,0.6686,0.821,3.863352,1,0.7948663944565066
0.0344591745547325,0.0799,0.259,1.270104,0,0.007821696422217455
0.0914761587987066,0.1368,0.128,3.514692,0,0.01763458602681132
0.0184131618656976,0.1296,0.44,2.025801,0,0.018725632185584328
0.0568130505728176,0.1682,0.114,2.035055,0,0.010477680592253817
0.0,0.0881,0.099,-0.901608,0,0.004459920949569997
0.0316570578292234,0.0971,0.473,0.195611,0,0.009717583603328328
0.0252987238268384,0.0858,0.086,1.875044,0,0.00990989491592935
0.5561805299290637,0.912,0.828,4.617338,1,0.87906831815836
0.0252987238268384,0.0699,0.041,1.586887,0,0.00907419767848375
0.006000918818894,0.071,0.043,-0.110673,0,0.006119540454131804
0.019390598571734,0.099,0.059,0.406741,0,0.0035916958475907144
0.0316570578292234,0.1228,0.147,1.147663,0,0.011502054188909632
0.0153288701766723,0.0537,0.04,-0.380095,0,0.004463500540651053
0.0911949489581616,0.1079,0.164,0.971075,0,0.007042610958358935
0.2776200813925274,0.0805,0.152,1.376317,0,0.021688059361143635
0.076683536429439,0.1366,0.458,0.743869,0,0.020736258986686032
0.1517884220163462,0.2692,0.894,5.613087,0,0.2746539507369816
0.4806560878840819,0.6848,0.801,4.369505,0,0.7387333331962869
0.5148907599901341,0.9713,0.94,4.698511,1,0.9159410258384085
0.4866504813769698,0.9505,0.941,5.270987,1,0.911004377531649
0.4352097726985603,0.9871,0.932,4.970304,1,0.8990256331299169
0.2330293674193469,0.0925,0.552,1.356023,0,0.02825829564882803
0.1582461753065638,0.2728,0.217,3.600759,0,0.06425573644800082
0.1557222013901848,0.1356,0.289,1.546963,0,0.02252675178765722
0.1582461753065638,0.149,0.235,2.274949,0,0.0169087773592916
0.0489650379250231,0.0776,0.209,0.094521,0,0.00849961591816697
0.0489650379250231,0.0678,0.059,-1.277902,0,0.0018774352003539116
0.241813945634424,0.0842,0.167,0.589893,0,0.008118705049469021
0.1189795738286531,0.2162,0.212,2.253802,0,0.02765251060632772
0.1162712144084077,0.0979,0.184,2.017696,0,0.010971360905074987
0.0811089718740921,0.0714,0.338,-0.476658,0,0.009311172662517391
0.0309523500671303,0.0545,0.129,-0.722341,0,0.0021990572221559663
0.0811089718740921,0.0794,0.217,1.250275,0,0.007791048458936325
0.1423542799609656,0.1572,0.543,3.327195,0,0.04380789109166379
0.3604261394723474,0.727,0.879,4.797729,1,0.7242277172250562
0.5774868542623838,0.9352,0.931,4.701489,1,0.935952649128374
0.0269740907790293,0.1698,0.197,1.285451,0,0.008279907512808627
0.0697582303514022,0.092,0.129,1.511717,0,0.011227081865700046
0.1262546740338353,0.0661,0.206,1.24733,0,0.008015418687877442
0.2395341818413607,0.0982,0.237,-0.160279,0,0.018394025526676124
0.2395341818413607,0.1046,0.144,0.235169,0,0.007258139627764044
0.4331173890135768,0.1512,0.4,3.486246,0,0.05950316405889449
0.836009355868924,0.3508,0.776,4.04789,1,0.6033306029804302
0.8440277523552844,0.8776,0.883,4.853667,1,0.9541261141682378
0.7196463651566108,0.909,0.861,4.7373,1,0.9171730117641158
0.9109239282959912,0.9543,0.877,4.702196,1,0.9683287105157783
0.7397021697805604,0.8986,0.806,4.648743,0,0.9304903088376303
0.8322823362554572,0.9881,0.915,5.079878,1,0.9543520860847471
0.7088053080323851,0.8062,0.884,4.978245,1,0.8830646066844279
0.1114896273478802,0.0699,0.36,-0.110801,0,0.007163960101160873
0.146346538495567,0.0821,0.308,-0.22493,0,0.0063752869091794895
0.0871942836612587,0.1136,0.109,0.605341,0,0.0102580725075787
0.0716187950837567,0.0904,0.213,1.807463,0,0.012420053791482564
0.0716187950837567,0.0714,0.155,-0.802587,0,0.002670779515796883
0.0520373880597875,0.1308,0.165,0.779824,0,0.012176748159993672
0.0071893257667745,0.1538,0.351,3.637585,0,0.028072665962436235
0.0216004087564197,0.1936,0.346,0.805921,0,0.01791378927971394
0.0,0.0828,0.174,-0.576917,0,0.006070366342534281
0.0507015549425428,0.1032,0.429,3.455969,0,0.038720205948153126
0.2607950020488589,0.0815,0.291,-0.191919,0,0.01548188995442096
0.4139973691299018,0.8476,0.795,3.828266,1,0.7410277204174038
0.0082669662520697,0.2041,0.88,6.421444,1,0.09338318743694678
0.0857771553108209,0.1426,0.268,3.40311,0,0.023523436561290963
0.0119316707651469,0.0639,0.028,-0.210966,0,0.005782959369581017
0.0561210974084675,0.3027,0.216,0.834018,0,0.023031119709865433
0.0008348134991119,0.096,0.231,1.788301,0,0.013760840554154689
0.0008348134991119,0.0665,0.401,-0.246779,0,0.008792649438101126
0.1298186301128804,0.1501,0.486,4.5767,0,0.07024298715381735
0.181265869814791,0.5009,0.73,4.323156,0,0.27176928665942807
0.966627508465889,0.9868,0.918,4.853375,1,0.9789061399145174
0.7510064790775416,0.9678,0.896,4.742908,1,0.9460171167807956
0.6304765561594601,0.9749,0.804,4.715897,1,0.9135159805258668
0.7062618909810383,0.8532,0.912,4.700023,1,0.8977625103782224
0.9592032012714332,0.8363,0.931,4.766717,1,0.9625130772625179
0.9412179673404416,0.9258,0.788,4.652241,1,0.9437881327555226
0.6060968646995644,0.9759,0.793,4.700035,1,0.9089206016052956
0.1704168739909317,0.3143,0.456,4.206097,0,0.1124848687361804
0.0360958222205466,0.0691,0.225,-1.191673,0,0.009468585651640254
0.0007362649658722,0.1125,0.261,2.201355,0,0.013201335760554577
0.0007362649658722,0.0899,0.108,0.323946,0,0.006780809207364691
0.3550606997347241,0.1206,0.175,1.027746,0,0.024038021844892548
0.0568121170903213,0.4047,0.528,3.500468,0,0.10552511170401493
0.0234506189778807,0.0807,0.156,0.37354,0,0.0038608140390758946
0.0386851301884594,0.1035,0.283,2.75389,0,0.014892739605704005
0.2096433473615497,0.0986,0.544,2.40029,0,0.038501113617512975
0.0339279343807109,0.0828,0.191,2.232329,0,0.009350846024189969
0.0276671002449327,0.0811,0.166,1.726542,0,0.009639639255740101
0.3861599102243694,0.0653,0.202,-1.443584,0,0.012439400988164208
0.1041500360766722,0.138,0.2,1.372577,0,0.01747480586130073
0.2318212358346962,0.7939,0.913,4.038143,0,0.7360721437767684
0.5188369017909774,0.8862,0.921,4.729598,1,0.8934295959072934
0.0112024568711313,0.6613,0.226,3.617364,0,0.13372956867624586
0.002767129163403,0.0951,0.235,0.276731,0,0.009001436716484576
0.1348225710946771,0.1127,0.526,3.82967,0,0.03497756670901919
0.0924233411186231,0.24,0.217,4.360325,0,0.04011984207776869
0.0026045846613899,0.105,0.211,0.646927,0,0.009536785363305841
0.0751015392795989,0.123,0.226,-0.569785,0,0.013501049156206327
0.0026045846613899,0.1012,0.185,0.797645,0,0.00502667772559034
0.1998230033141683,0.1374,0.15,1.276886,0,0.009637619509545243
0.1403167907688703,0.0897,0.18,1.763419,0,0.013412583531506681
0.0428242867097407,0.0782,0.464,-0.695221,0,0.006524750495660836
0.0748010035443785,0.1486,0.159,2.062811,0,0.01035931428920357
0.038206739701676,0.1134,0.512,1.942563,0,0.025334547731929405
0.6325091344960514,0.9316,0.825,4.944182,1,0.8958562966598476
0.1485350239524738,0.0691,0.157,0.895934,0,0.011296981528413332
0.3631270447323256,0.1286,0.42,4.532254,0,0.09211819199102232
0.0149876341732601,0.2004,0.228,3.060317,0,0.029863092701789034
0.0164479093618975,0.116,0.147,2.294814,0,0.010735779940936519
0.0834929256839575,0.0874,0.217,1.645935,0,0.009292983322022648
0.0781287281530933,0.07,0.044,-0.64771,0,0.00514727725438252
0.0781287281530933,0.0626,0.143,-0.925801,0,0.008482345246046486
0.0991922530475175,0.103,0.226,1.954142,0,0.014493972820587436
0.0085066757227625,0.0688,0.244,-0.129919,0,0.007663499086135053
0.3802787700740405,0.2682,0.569,4.415774,0,0.20270767098139722
0.3918350392909759,0.6591,0.827,4.256124,1,0.679838699579329
0.5530234785692623,0.9402,0.824,4.539042,1,0.8693978654102731
0.699513711650645,0.9671,0.826,4.574195,1,0.9418161596721869
0.0770056544177825,0.1732,0.368,3.185369,0,0.03787168979689901
0.0085066757227625,0.7899,0.349,4.17106,0,0.27036795440127737
0.0703089601524866,0.1069,0.01,1.879566,0,0.010046825781782289
0.0818472704163894,0.2942,0.252,3.564331,0,0.0383329667758403
0.0085066757227625,0.0797,0.236,0.545615,0,0.009260589990456695
0.0557536408013006,0.1348,0.161,-0.215308,0,0.00880117670412818
0.5537860112472253,0.9626,0.765,4.751311,1,0.8820194119462952
0.1620974754820825,0.0595,0.445,1.207139,0,0.023232989642498286
0.0492421614813176,0.0624,0.089,0.108942,0,0.006247551853884933
0.046063574216315,0.1218,0.11,1.665217,0,0.011772296149999884
0.046063574216315,0.1052,0.357,1.469649,0,0.017965299540823446
0.1545694972242704,0.0809,0.1,1.037504,0,0.01093675887019165
0.6411009933870886,0.7357,0.896,4.483996,1,0.8484867005112067
0.1219254731993289,0.0649,0.462,0.023198,0,0.016230200045380613
0.5273981743680979,0.1401,0.299,3.425914,0,0.0682743982721986
0.1401378473050785,0.074,0.385,1.202409,0,0.013208732775426292
0.3541383024140299,0.0744,0.064,0.136886,0,0.005669960083617238
0.2840449361055609,0.095,0.06,-0.518002,0,0.00398071493175766
0.4553856348536985,0.1148,0.207,1.567374,0,0.02360191157322428
0.448791187855164,0.1011,0.262,0.322413,0,0.014592135401328619
0.1010927367626927,0.1027,0.607,0.417598,0,0.026472259638357677
0.4957180671979536,0.3133,0.647,3.323994,0,0.24716419825732375
0.4566041458566027,0.2244,0.643,4.314555,0,0.14429894265620902
0.0977594034293594,0.1226,0.523,1.679934,0,0.02468223095656274
0.1076330082202208,0.0871,0.562,1.642915,0,0.03123348209279068
0.0977594034293594,0.1006,0.464,1.697181,0,0.02636745468802209
0.4879162018749394,0.1564,0.442,0.588917,0,0.035080124635733866
0.2563226545870711,0.0931,0.498,1.462218,0,0.02713877687924926
0.258353518784602,0.0908,0.342,0.557507,0,0.02284683863570916
0.3848101150706187,0.1349,0.485,0.752414,0,0.04652351624962854
0.1308390480756187,0.0837,0.546,1.997029,0,0.02972462470787633
0.350317945067269,0.1451,0.639,1.934734,0,0.0807978410409478
0.2612503743826462,0.0991,0.516,3.546539,1,0.05989316443523549
0.258353518784602,0.1288,0.553,2.192176,0,0.04731779607335839
0.4716914662188404,0.1871,0.738,3.763508,0,0.20923055987980324
0.2068437496213703,0.1097,0.168,1.942719,0,0.016710239385941603
0.278980272280947,0.0849,0.619,3.572233,0,0.0802027879075992
0.4227990118426646,0.2194,0.549,3.522418,1,0.14193795487874722
0.22397418065974,0.2197,0.58,2.162432,0,0.07702010253467165
0.0816629871323779,0.2481,0.688,5.149288,0,0.16754759629690513
0.4456323661760432,0.1274,0.68,2.953739,0,0.12855948510100493
0.4419025605894083,0.1125,0.615,0.063005,0,0.07211600677568383
0.0590518822293575,0.0695,0.592,1.174048,0,0.02550934680596452
0.178922098941154,0.1097,0.61,-0.679647,0,0.024828196113399127
0.0590518822293575,0.0905,0.688,2.061878,0,0.04089229074364918
0.0590518822293575,0.1064,0.615,2.743484,0,0.0436789872883401
0.1707604272088918,0.0775,0.329,1.058676,1,0.011881139536625727
0.438569227256075,0.1024,0.469,1.109257,0,0.05741969302442949
0.3950775831779729,0.1002,0.337,0.905901,0,0.034561163518770324
0.2675049543377616,0.162,0.56,1.347574,1,0.05657978106603391
0.3458831059011211,0.0994,0.475,2.566789,0,0.04727019766942862
0.1687202507739415,0.0993,0.545,0.740033,0,0.02761730016896546
0.170970977642421,0.0972,0.379,2.36512,0,0.022986436078970822
0.3976015570943518,0.083,0.329,-0.604728,0,0.020754514726520058
0.2206649677855159,0.0883,0.389,3.245445,0,0.0355833595571757
0.2119741670370612,0.0844,0.542,0.883214,0,0.030885331513164024
0.0515309711432183,0.0741,0.462,-0.46919,0,0.01078719866313726
0.2115135689143805,0.0795,0.422,-0.969274,0,0.008142684076798157
0.0394566358446465,0.0692,0.502,1.306757,1,0.014917377747309665
0.0223967944626289,0.084,0.539,1.052064,0,0.01521460511541138
0.0442496414308225,0.0617,0.446,1.737427,0,0.014730159139048156
0.043039063615537,0.0858,0.548,0.805002,0,0.019123135925808755
0.0333719566992918,0.0968,0.629,1.681324,0,0.026572860091352516
0.0012557679346276,0.0916,0.507,1.135204,0,0.013984486935108103
0.0129334625416812,0.0937,0.34,-0.043434,0,0.006031891334018732
0.0185917553271063,0.2527,0.52,2.671746,0,0.045131724650116514
0.2506341072840414,0.1018,0.585,1.917068,0,0.04227375195262451
0.109476583039163,0.1148,0.568,2.369309,0,0.0345541463051265
0.1374878594763069,0.3001,0.557,3.116407,0,0.09491972490594222
0.2354615152743848,0.074,0.499,0.617699,0,0.027076561259787767
0.383106463946781,0.2129,0.692,3.414596,0,0.1649270959003769
0.9749027206110789,0.8965,0.709,4.452312,0,0.9458073749200802
0.1140314211530728,0.0757,0.538,1.377444,1,0.02714781249109624
0.1243447221108356,0.5291,0.676,3.430815,0,0.23771941447027006
0.6603133318252501,0.8076,0.888,4.253474,1,0.8509085078117634
0.0217480510239839,0.0718,0.622,0.138181,0,0.015856130609921623
0.2584980120425022,0.0905,0.509,3.016362,0,0.03907658525002996
0.5364741816260206,0.9812,0.847,4.895332,1,0.8948992179089563
0.0688843273098273,0.0807,0.597,1.302974,0,0.027771699252448913
0.0217480510239839,0.0795,0.431,0.212674,0,0.011890541947924925
0.5420374300702684,0.1613,0.696,3.851155,0,0.26600921043218173
0.4969960894413351,0.9805,0.888,4.800703,0,0.9300370169446451
0.0217480510239839,0.0789,0.469,-0.583237,0,0.011860483281487429
0.0019381579962593,0.106,0.535,1.290224,0,0.016154077577269572
0.0723093704704093,0.1707,0.442,2.074168,0,0.03009339901543061
0.0723924917480846,0.2197,0.543,3.370073,0,0.06062763906836431
0.0205607686775149,0.0917,0.404,1.511169,0,0.018077465634693875
0.0145421258121973,0.1183,0.619,4.11069,0,0.06426472234619347
0.2980396469574006,0.1481,0.592,3.547446,0,0.09640996192967807
0.018077727760768,0.0758,0.55,1.201396,0,0.015075159262156565
0.063230923221401,0.1548,0.662,2.443339,1,0.04572261665447797
0.2639295969489545,0.5958,0.651,3.511387,1,0.3621159035502456
0.0184449748012541,0.3465,0.627,5.249672,0,0.15756771451721796
0.0580732886070991,0.1109,0.513,0.320072,1,0.012637646638260119
0.0446763472408531,0.0988,0.615,3.534276,0,0.05197003320867132
0.0614066219404324,0.1073,0.479,-1.320981,0,0.00969245122678922
0.0723924917480846,0.1138,0.487,1.496557,0,0.026056084519951585
0.2372872996910752,0.0882,0.434,0.931116,0,0.018036482413084025
0.2194465480169902,0.3201,0.562,3.30842,0,0.10572409836356483
0.361107461763538,0.0665,0.471,1.946516,0,0.04538639186630122
0.0675608071811983,0.1142,0.456,0.373127,0,0.016651555349055734
0.7565920037701085,0.9913,0.789,4.787497,1,0.9365213024109115
0.1736074409547824,0.1228,0.455,-0.720161,0,0.01623830069612315
0.2185269041885099,0.0783,0.538,-0.650591,0,0.03122693991610502
0.2020440553464263,0.0849,0.547,0.744997,0,0.02038061929258977
0.1995357545403679,0.1055,0.242,0.610856,0,0.016091548701678973
0.3606412359034622,0.0813,0.593,-0.200881,0,0.03662283401456871
0.1478684859958638,0.1323,0.59,4.610964,0,0.08505578007991602
0.6780610413878321,0.8076,0.72,4.771763,1,0.8245949027812595
0.9427328097599552,0.9559,0.7,4.797738,1,0.9562689330208763
0.0181423693231474,0.1082,0.195,0.968104,0,0.010849829473397089
0.0617822098574566,0.0783,0.058,-0.913601,0,0.002289239978843037
0.0381011031839934,0.0853,0.213,0.368788,0,0.009072944104136062
0.0519571540876018,0.0883,0.138,-0.752036,0,0.0030167735199619237
0.0637030831687746,0.0769,0.274,0.644994,0,0.011549091676007674
0.1227861109813837,0.1432,0.575,1.347306,0,0.02783143291258338
0.7924579759311642,0.8103,0.752,4.482881,1,0.8602191679904968
0.6076854797298294,0.2832,0.359,1.978866,0,0.08837224656230311
0.7853632863230657,0.9584,0.732,4.726872,1,0.9224902160124747
0.0694256466425417,0.083,0.272,1.211259,0,0.013714868085765296
0.1240947891415586,0.2986,0.242,3.51447,0,0.04076577195592371
0.3482759435960672,0.1142,0.187,2.033739,0,0.0383815492373628
0.287496882929491,0.1402,0.312,0.410286,0,0.013679028072681692
0.0181423693231474,0.0954,0.178,-0.230417,0,0.006870090051234145
0.0426834424701762,0.0753,0.068,-1.134999,0,0.0045085813141017925
0.2384660535060508,0.1372,0.541,2.417844,0,0.04880500022601216
0.2489924757641395,0.0845,0.148,0.34324,0,0.00721973015197798
0.2527223180627622,0.0953,0.259,0.52005,0,0.01070080065386192
0.4469925354756025,0.098,0.321,-0.160143,0,0.015774939703111453
0.3879037968619696,0.0846,0.329,0.273731,0,0.02868524443313312
0.1969114593818892,0.1216,0.417,3.691726,0,0.04639254509020766
0.2077391368580327,0.0949,0.338,0.036421,0,0.009876982147099004
0.6529373603771571,0.3518,0.531,4.128396,0,0.4313922430618753
0.2077391368580327,0.0749,0.373,-0.674947,0,0.0077745678664016896
0.1969114593818892,0.0775,0.236,1.232811,0,0.010632406396686351
0.0914761587987066,0.1368,0.128,3.514692,0,0.022559528312151217
0.005976712768049,0.1045,0.2,0.762649,0,0.009808236648382417
0.00345273885167,0.126,0.125,0.727277,0,0.00507980005736695
0.00345273885167,0.0895,0.097,0.667059,0,0.004029083783993528
0.0568130505728176,0.1682,0.114,2.035055,0,0.010477680592253817
0.00345273885167,0.0727,0.059,0.449005,0,0.002788358143289927
0.0548510911117272,0.0876,0.479,1.418914,0,0.015529249301456292
0.0,0.0609,0.221,0.329446,0,0.007533846472241293
0.0,0.1013,0.114,0.061049,0,0.0030763203458061173
0.0053967091270316,0.0602,0.031,-1.516104,0,0.0014045775662590656
0.0,0.1083,0.089,0.263112,0,0.006814985585964204
0.0,0.162,0.051,1.128193,0,0.009401476267627452
0.0028727352106526,0.0775,0.059,-0.77972,0,0.004446363424652601
0.311693530174161,0.7448,0.612,4.624062,0,0.587066068014923
0.1362525903666903,0.1742,0.211,2.493822,0,0.031202861578237064
